bukrs,belnr,gjahr,buzei,Review_Focus,Priority_Tier,Model_Anomaly_Count,IF_Label,LOF_Label,AE_Label,IF_Score,LOF_Score,AE_MSE_Error,HRF_IsOutsideBusinessHours,HRF_IsWeekend,HRF_IsRareTCodeForUser,HRF_IsMissingCostCenter,HRF_IsHighUserDev,HRF_IsHighAcctDev,HRF_IsHighValue,HRF_IsLowValue,blart,tcode,usnam_bkpf,racct,hsl,budat_bkpf
C005,4900000000,2022,24,"Flagged by ALL models (IF, LOF, AE). | Key Risk Flags: Off-Hours Posting. | Process context: TCode=MIGO_GI, User=PRATIM, Account=399140, DocType=WA.",1,3,-1,-1,-1,-0.0223,-17.7064,0.3683,1,0,0,0,FALSE,FALSE,FALSE,FALSE,WA,MIGO_GI,PRATIM,399140,-172125,31-01-2022
EU01,4900000009,2022,1,"Flagged by ALL models (IF, LOF, AE). | Key Risk Flags: High Account Deviation. | Process context: TCode=VL02N, User=MALVIYAH, Account=191100, DocType=WL.",1,3,-1,-1,-1,-0.0094,-3.5715,0.3657,0,0,0,0,FALSE,TRUE,FALSE,FALSE,WL,VL02N,MALVIYAH,191100,-880,25-01-2022
USA1,5000000770,2022,2,"Flagged by ALL models (IF, LOF, AE). | Key Risk Flags: Rare User/TCode Combo. | Process context: TCode=MB01, User=SUMITSAXENA, Account=191100, DocType=WE.",1,3,-1,-1,-1,-0.0035,-4860991351,0.3527,0,0,1,0,FALSE,FALSE,FALSE,FALSE,WE,MB01,SUMITSAXENA,191100,-2000,15-02-2022
USA1,4900000156,2022,8,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.084,-3.2949,3287.7362,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,95234187536,02-04-2022
USA1,4900000156,2022,7,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-3.2955,3267.8564,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-95234187536,02-04-2022
EU01,4800000000,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=232000, DocType=PR.",1,2,-1,1,-1,-0.0713,-3.0838,2791.1484,0,1,0,0,TRUE,FALSE,TRUE,FALSE,PR,MR21,BHUSHAN,232000,87138687250,02-04-2022
EU01,4800000000,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=300000, DocType=PR.",1,2,-1,1,-1,-0.0698,-3.0817,2742.9197,0,1,0,0,TRUE,TRUE,TRUE,FALSE,PR,MR21,BHUSHAN,300000,-87138687250,02-04-2022
EU01,4900000098,2022,4,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0804,-2.7957,2127.8294,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,76290857020,02-04-2022
EU01,4900000097,2022,4,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0804,-2.7951,2126.4956,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,76266408750,02-04-2022
EU01,4900000098,2022,3,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-2.796,2110.7075,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-76290857020,02-04-2022
EU01,4900000097,2022,3,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-2.7954,2109.3779,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-76266408750,02-04-2022
EU01,4800000001,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=282000, DocType=PR.",1,2,-1,1,-1,-0.0728,-2.6039,1765.1404,0,1,0,0,TRUE,FALSE,TRUE,FALSE,PR,MR21,BHUSHAN,282000,-68891619555,02-04-2022
EU01,4800000002,2022,4,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=282000, DocType=PR.",1,2,-1,1,-1,-0.0728,-2.6034,1764.0492,0,1,0,0,TRUE,FALSE,TRUE,FALSE,PR,MR21,BHUSHAN,282000,-68869616112,02-04-2022
EU01,4800000001,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=300000, DocType=PR.",1,2,-1,1,-1,-0.0698,-2.6019,1727.5041,0,1,0,0,TRUE,TRUE,TRUE,FALSE,PR,MR21,BHUSHAN,300000,68891619555,02-04-2022
EU01,4800000002,2022,3,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=300000, DocType=PR.",1,2,-1,1,-1,-0.0698,-2.6014,1726.4207,0,1,0,0,TRUE,TRUE,TRUE,FALSE,PR,MR21,BHUSHAN,300000,68869616112,02-04-2022
EU01,4800000002,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=232000, DocType=PR.",1,2,-1,1,-1,-0.0679,-2.6195,1340.2611,0,1,0,0,TRUE,FALSE,TRUE,FALSE,PR,MR21,BHUSHAN,232000,59632543282,02-04-2022
EU01,4800000002,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=300000, DocType=PR.",1,2,-1,1,-1,-0.0698,-2.5679,1301.6904,0,1,0,0,TRUE,TRUE,TRUE,FALSE,PR,MR21,BHUSHAN,300000,-59632543282,02-04-2022
EU01,4900000026,2022,10,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0804,-2.0995,734.3939,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,-44087806500,30-03-2022
EU01,4900000026,2022,9,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-2.1009,722.0041,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,44087806500,30-03-2022
EU01,4900000097,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0804,-1.934,610.7786,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,40040003510,02-04-2022
EU01,4900000097,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-1.9362,598.9903,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-40040003510,02-04-2022
USA1,4900000158,2022,8,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0799,-1.3266,308.0838,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,27852220736,02-04-2022
USA1,4900000158,2022,7,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-1.33,298.1246,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-27852220736,02-04-2022
USA1,4900000157,2022,10,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0789,-1.2684,276.1686,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,26255970843,02-04-2022
USA1,4900000162,2022,8,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0789,-1.255,269.1066,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,25890150710,02-04-2022
EU01,4900000098,2022,8,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0789,-1.2531,268.0681,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,25835944200,02-04-2022
USA1,4900000157,2022,9,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-1.2715,266.4517,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-26255970843,02-04-2022
USA1,4900000162,2022,7,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-1.2581,259.4454,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-25890150710,02-04-2022
EU01,4900000098,2022,7,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-1.2562,258.4151,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-25835944200,02-04-2022
USA1,4900000161,2022,10,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0789,-1.2315,256.8187,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,25241657664,02-04-2022
EU01,4900000097,2022,8,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0789,-1.2231,252.4922,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,25009535750,02-04-2022
USA1,4900000161,2022,9,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-1.2345,247.2562,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-25241657664,02-04-2022
EU01,4900000097,2022,7,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-1.226,242.9651,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-25009535750,02-04-2022
USA1,4900000157,2022,12,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0789,-1.2005,241.0383,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,24384938140,02-04-2022
EU01,4800000001,2022,6,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=282000, DocType=PR.",1,2,-1,1,-1,-0.0674,-1.1782,235.92,0,1,0,0,TRUE,FALSE,TRUE,FALSE,PR,MR21,BHUSHAN,282000,-23326190442,02-04-2022
USA1,4900000161,2022,12,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0784,-1.1874,234.5206,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,24022666815,02-04-2022
USA1,4900000157,2022,11,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0684,-1.2033,231.6067,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-24384938140,02-04-2022
EU01,4900000026,2022,8,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0784,-1.1754,228.3813,1,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,-23676647800,30-03-2022
USA1,4900000161,2022,11,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.1902,225.1443,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-24022666815,02-04-2022
EU01,4800000002,2022,8,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=282000, DocType=PR.",1,2,-1,1,-1,-0.0674,-1.1561,223.0528,0,1,0,0,TRUE,FALSE,TRUE,FALSE,PR,MR21,BHUSHAN,282000,-22582422837,02-04-2022
EU01,4900000026,2022,7,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.1793,219.058,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,23676647800,30-03-2022
EU01,4800000001,2022,5,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=300000, DocType=PR.",1,2,-1,1,-1,-0.0674,-1.1682,213.115,0,1,0,0,TRUE,TRUE,TRUE,FALSE,PR,MR21,BHUSHAN,300000,23326190442,02-04-2022
EU01,4800000002,2022,7,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=300000, DocType=PR.",1,2,-1,1,-1,-0.0674,-1.1472,200.4975,0,1,0,0,TRUE,TRUE,TRUE,FALSE,PR,MR21,BHUSHAN,300000,22582422837,02-04-2022
EU01,4900000098,2022,6,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0774,-1.1624,134.3408,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,17716116900,02-04-2022
EU01,4900000098,2022,5,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.1627,127.4287,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-17716116900,02-04-2022
EU01,4800000001,2022,4,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=282000, DocType=PR.",1,2,-1,1,-1,-0.07,-1.1837,126.3091,0,1,0,0,TRUE,FALSE,TRUE,FALSE,PR,MR21,BHUSHAN,282000,-16016913648,02-04-2022
EU01,4900000097,2022,6,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0774,-1.1369,121.3907,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,16738521510,02-04-2022
USA1,4900000158,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0774,-1.1384,118.0302,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,16475869400,02-04-2022
EU01,4800000002,2022,6,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=282000, DocType=PR.",1,2,-1,1,-1,-0.07,-1.1445,115.6421,0,1,0,0,TRUE,FALSE,TRUE,FALSE,PR,MR21,BHUSHAN,282000,-15137077797,02-04-2022
EU01,4900000097,2022,5,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.1458,114.7848,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-16738521510,02-04-2022
EU01,4900000028,2022,10,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0774,-1.118,113.2437,1,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,-16094771000,30-03-2022
USA1,4900000158,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.1464,111.5023,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-16475869400,02-04-2022
EU01,4900000028,2022,9,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.1204,106.8257,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,16094771000,30-03-2022
EU01,4800000001,2022,3,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=300000, DocType=PR.",1,2,-1,1,-1,-0.0674,-1.1162,105.9868,0,1,0,0,TRUE,TRUE,TRUE,FALSE,PR,MR21,BHUSHAN,300000,16016913648,02-04-2022
USA1,4900000162,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0754,-1.0795,101.7128,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,15139612250,02-04-2022
EU01,4900000028,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0754,-1.0778,100.6279,1,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,-15046797600,30-03-2022
EU01,4800000002,2022,5,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MR21, User=BHUSHAN, Account=300000, DocType=PR.",1,2,-1,1,-1,-0.0674,-1.0799,95.6244,0,1,0,0,TRUE,TRUE,TRUE,FALSE,PR,MR21,BHUSHAN,300000,15137077797,02-04-2022
USA1,4900000162,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.08,95.5533,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-15139612250,02-04-2022
EU01,4900000028,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0783,94.4922,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,15046797600,30-03-2022
USA1,4900000135,2022,4,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0956,-1.0649,89.1313,0,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,SIBASISM,399999,-13543024473,31-03-2022
USA1,4900000158,2022,4,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0754,-1.056,85.149,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,13658579779,02-04-2022
EU01,4900000029,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0754,-1.0487,82.9513,1,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,-13450630050,30-03-2022
USA1,4900000135,2022,3,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0922,-1.061,82.8121,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,SIBASISM,300000,13543024473,31-03-2022
USA1,4900000158,2022,3,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0548,79.3432,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-13658579779,02-04-2022
EU01,4900000029,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0466,77.1907,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,13450630050,30-03-2022
EU01,4900000098,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0754,-1.0174,73.6888,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,12539017070,02-04-2022
EU01,4900000098,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0139,68.113,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-12539017070,02-04-2022
EU01,4900000027,2022,6,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0754,-0.9894,67.868,1,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,-11933181000,30-03-2022
EU01,4900000026,2022,6,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0754,-0.9875,66.9832,1,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,-11838581150,30-03-2022
USA1,4900000162,2022,4,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0754,-0.9842,65.5152,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,11680062999,02-04-2022
USA1,4900000105,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0961,-0.99,62.5273,0,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,SIBASISM,399999,-10792395112,31-03-2022
EU01,4900000027,2022,5,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0119,62.4033,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,11933181000,30-03-2022
